source_id,cohort,sde,period,depth,flat_bottom,asymmetry,depth_cv,se_snr,verdict,ra_deg,dec_deg,known_planet,known_toi,simbad_otype,identity,offset_pix,offset_arcsec,centroid_status,centroid_verdict,n_sectors,n_detected,ms_verdict
4275193889350151680,1,14.99083598969566,6.760000000000005,0.0003520730136121,0.25,0.6326962483656581,,1.9825303301918489,RESIDUAL,272.3847063856937,-0.3271873352824768,False,False,PM*,unknown,0.9273856672870576,19.475099013028213,ok,on_target,1,1,single_sector_only
1868370289135918080,2,13.24159338918862,1.1800000000000006,0.0022268127662474,0.1875,0.3135164186319913,0.3693384768124489,6.691180575650661,RESIDUAL,316.26743918801367,36.34632106188749,False,False,*,unknown,0.7842641112222823,16.46954633566793,ok,on_target,5,3,recurs
962511658619139584,2,13.20441138367907,0.8000000000000003,0.0006053995959719,0.15625,0.165682938715915,1.1461563269912562,11.02578260414868,RESIDUAL,94.1955726399822,45.26727101086492,False,False,Em*,unknown,0.5859545547685184,12.305045650138888,ok,on_target,3,3,recurs
811714360423246848,2,12.161174564996667,4.080000000000004,0.0028940057655634,0.5,0.2986530854748092,,17.32564939935305,RESIDUAL,141.85791511810388,39.42815750732929,False,False,PM*,unknown,0.9788601336658524,20.5560628069829,ok,on_target,2,1,single_sector_artifact
6251760619472670336,2,12.131787977728086,1.2200000000000006,0.025489962993644,0.5454545454545454,0.283838418697725,0.6121477362393657,14.67843394997264,RESIDUAL,232.90483989367303,-21.946849574199884,False,False,*,unknown,0.4824236439586858,10.1308965231324,ok,on_target,1,1,single_sector_only
3168125245131332608,2,11.350684350351916,0.56,0.0030862602735716,0.1333333333333333,0.1565590242567202,0.8036533677131118,51.52001912289213,RESIDUAL,108.78759253942684,15.9284037838696,False,False,PM*,unknown,0.2947855676609717,6.190496920880407,ok,on_target,8,4,recurs
1397924585409290240,2,11.003672104322002,2.940000000000002,0.0722179915374079,0.6666666666666666,0.0142511126268769,1.0503480776003304,272.86738473472167,RESIDUAL,237.35313792371403,46.1395982409362,False,False,*,unknown,0.2139631327496234,4.493225787742093,ok,on_target,6,2,recurs
6661356978880193024,2,10.826484664328008,1.1800000000000006,0.0110930086248222,0.52,0.1714322912533808,0.1128021319161391,7.306282326659779,RESIDUAL,285.64788701255657,-48.71348095894112,False,False,PM*,unknown,0.606137062872921,12.728878320331342,ok,on_target,1,1,single_sector_only
2173928934175297920,0,10.706360638260126,0.7600000000000002,0.000743875615777,0.1,0.1507734917037705,1.0260420385843023,3.1294770911910743,RESIDUAL,326.7757804471412,54.45189401981147,False,False,PM*,unknown,0.682263007103108,14.32752314916527,ok,on_target,8,3,recurs
5920839569767196672,0,10.399614915205747,1.0400000000000005,0.0015202125179547,0.1379310344827586,0.2050246858002583,0.3155372412164198,2.922540964969264,RESIDUAL,267.8255502633568,-54.75846304210554,False,False,*,unknown,0.0786046428423731,1.6506974996898367,ok,on_target,3,3,recurs
2233850977856841216,2,9.791160382386458,0.6800000000000002,0.0007132237652204,0.1666666666666666,0.2216200164905396,1.0879294842839715,6.051449347356321,RESIDUAL,300.2180112572316,55.328175031720896,False,False,PM*,unknown,0.4765046099632497,10.006596809228244,ok,on_target,14,4,recurs
4878414590001802240,2,8.717192062158365,12.940000000000012,0.0037179643452504,0.6666666666666666,0.4818954673121309,,17.70746292463873,RESIDUAL,71.65070102874934,-29.5208011649391,False,False,PM*,unknown,0.6118497198576637,12.848844117010938,ok,on_target,3,1,single_sector_artifact
5369082786461696896,2,7.401561237036383,6.960000000000006,0.0013283009932105,0.6666666666666666,0.9636725847595669,,9.11067406824618,RESIDUAL,178.60108594997035,-51.38557233037484,False,False,PM*,unknown,0.8706302786660376,18.283235851986788,ok,on_target,2,1,single_sector_artifact
2201904392635675008,1,6.890923172436013,7.000000000000005,0.0012592768205503,0.1818181818181818,0.1510579630669196,,8.882214618280438,RESIDUAL,340.44123634626294,62.09264614203951,False,False,PM*,unknown,0.8448350146124204,17.74153530686083,ok,on_target,8,2,recurs
3184635412951146880,1,6.575152916269896,12.960000000000012,0.00270040839813,1.0,0.7462172409332618,,33.80326479873152,RESIDUAL,71.68954304799853,-10.444811837245505,False,False,PM*,unknown,0.5724377242424971,12.02119220909244,ok,on_target,2,1,single_sector_artifact
6020835621152957312,0,6.431081458427688,0.9800000000000004,0.0006796839250167,0.2727272727272727,0.1986725708322019,1.0837859653977064,7.847806860779022,RESIDUAL,250.1376517800392,-34.92849126183461,False,False,PM*,unknown,0.3357431691460629,7.050606552067322,ok,on_target,1,1,single_sector_only
4878172250766902272,1,6.3844915142967045,12.960000000000012,0.003659221513234,0.6666666666666666,0.9069365718501824,,25.81913585071992,RESIDUAL,72.73799340648398,-29.70403832456072,False,False,PM*,unknown,0.7765005569355302,16.306511695646133,ok,on_target,1,1,single_sector_only
5069260705884398464,2,6.363307151687221,9.260000000000009,0.0018722207812523,0.24,0.0238760635413784,1.7808338612622618,8.398138183685289,RESIDUAL,39.71399768704472,-28.174442515347195,False,False,PM*,unknown,0.3926978235718126,8.246654295008065,ok,on_target,1,1,single_sector_only
1236737864403465088,1,6.3573479131467385,12.960000000000012,0.0025326793259952,0.6666666666666666,13.732086106241804,,15.65484589971611,RESIDUAL,221.88832130379888,18.737840089097784,False,False,*,unknown,0.9116232031820818,19.14408726682372,ok,on_target,2,1,single_sector_artifact
3501156871824448512,2,6.232705458780568,6.760000000000005,0.0013042150605382,0.4285714285714285,0.8465888771155969,,11.16309448175116,RESIDUAL,189.24643113133817,-23.447366474213112,False,False,PM*,unknown,0.5829030485420094,12.240964019382195,ok,on_target,1,1,single_sector_only
4063412762919622528,2,6.132775227517262,12.980000000000013,0.0865465420681053,0.5,1.2898318815893743,,242.58101686357296,RESIDUAL,268.8522179053533,-28.14996973200418,False,False,PM*,unknown,0.2484213910438408,5.216849211920657,ok,on_target,0,0,no_data
1235773008590203776,1,6.104630803884641,12.980000000000013,0.0064295575789798,0.6666666666666666,6.836255768620817,,38.812639535780576,RESIDUAL,218.9740038765159,17.630734934709217,False,False,*,unknown,0.7557437452746775,15.870618650768227,ok,on_target,1,1,single_sector_only
1837182671876057472,0,6.088668084128309,7.180000000000006,0.0016386411583947,0.25,0.5158985675368307,,11.809933156562792,RESIDUAL,304.5559314851151,29.20375314568852,False,False,PM*,unknown,0.6031859206873248,12.66690433443382,ok,on_target,2,1,single_sector_artifact
1837182676181120896,0,6.088668084128309,7.180000000000006,0.0016386411583947,0.25,0.5158985675368307,,11.809933156562792,RESIDUAL,304.5563139655562,29.203715236262628,False,False,PM*,unknown,0.6620297450558553,13.902624646172962,ok,on_target,2,1,single_sector_artifact
3291818727004830464,2,5.995025858730374,3.0200000000000022,0.1259024258417964,0.5555555555555556,0.0712468872554872,0.8451197804907411,270.62215949074414,RESIDUAL,76.73056267087883,10.996613415517102,False,False,PM*,unknown,0.1929353649154307,4.051642663224046,ok,on_target,5,1,single_sector_artifact
2624483849765147648,1,5.935961371035002,10.000000000000009,0.0047012572567659,1.0,0.6943786775419503,,33.00691508464517,RESIDUAL,339.2067482061693,-5.718563329237327,False,False,*,unknown,0.9470458576630512,19.887963010924075,ok,on_target,1,1,single_sector_only
3515021992624319872,2,5.911275025258057,12.28000000000001,0.0146079669062703,0.25,0.4519901384255607,,20.206426216729938,RESIDUAL,185.19342087895708,-19.896334155597305,False,False,PM*,unknown,0.6828341351032677,14.339516837168622,ok,on_target,3,1,single_sector_artifact
5850633385855581184,2,5.90682740212586,12.900000000000013,0.0013706023779769,1.0,3.299476570466763,,7.479723180131605,RESIDUAL,208.0183790912596,-67.54110215327127,False,False,PM*,unknown,0.7469115662096549,15.685142890402751,ok,on_target,4,1,single_sector_artifact
4736923833101344896,0,5.796808744314819,0.9600000000000004,0.0006288687755813,0.1891891891891892,0.1574832732043916,0.8882798783663216,9.509573416335067,RESIDUAL,51.18102824548652,-50.77785690339121,False,False,PM*,unknown,0.517172831864485,10.860629469154183,ok,on_target,3,1,single_sector_artifact
1361517384591367552,0,5.7852887765313294,9.420000000000009,0.0011786320970039,0.1666666666666666,0.3075908079195569,,16.838351240228516,RESIDUAL,258.22062504976753,44.60838194003702,False,False,Em*,unknown,0.7607442852161846,15.975629989539875,ok,on_target,9,1,single_sector_artifact
3307057099171975040,2,5.7841699422051365,1.2200000000000006,0.0017090843531242,0.2307692307692307,0.1656097704169694,0.6576401901336963,32.58662598173775,RESIDUAL,65.44859498760307,11.667798693334651,False,False,Em*,unknown,0.2826600822306745,5.935861726844166,ok,on_target,6,2,recurs
3835955314919129728,2,5.753429487766221,9.120000000000008,0.0034127755080746,0.4,0.8223598558901224,,21.85555703275356,RESIDUAL,150.51872645060962,1.4691041752651637,False,False,PM*,unknown,0.5996396087694599,12.592431784158656,ok,on_target,7,1,single_sector_artifact
3454850802182060032,0,5.628336336369766,4.200000000000003,0.0009327076739206,0.1666666666666666,0.3369742689168042,0.377652244671767,8.054319239317962,RESIDUAL,88.63705554535323,34.65599118307765,False,False,PM*,unknown,0.7112772060936269,14.936821327966165,ok,on_target,8,1,single_sector_artifact
2727123401952637312,1,5.54134051011434,12.08000000000001,0.0045040159823872,1.0,4.977603362911816,,34.33730694730582,RESIDUAL,332.7491843787554,10.696684984957503,False,False,PM*,unknown,0.2402618566608713,5.045498989878299,ok,on_target,1,1,single_sector_only
