source_id,cohort,sde,period,depth,flat_bottom,asymmetry,depth_cv,se_snr,verdict,ra_deg,dec_deg,known_planet,known_toi,simbad_otype,identity,offset_pix,offset_arcsec,centroid_status,centroid_verdict
437785333585272192,1,21.57659634142954,0.5,0.0014829879995696,0.4,0.3483583551932963,0.974956555979431,3.87817965376129,RESIDUAL,42.03359897022497,48.16412693121942,False,False,*,unknown,1.8054723650653723,37.91491966637282,ok,background_blend
4798017333409255808,2,21.111554662413145,0.52,0.0050277631503652,0.2592592592592592,0.3617664614222197,0.3330103120694789,13.129046024781784,RESIDUAL,77.75199633487335,-46.75640140138583,False,False,*,unknown,1.1848660571550655,24.88218720025637,ok,background_blend
2628360590325729920,2,19.0612004427122,0.5,0.0249169003521465,0.4444444444444444,0.2215186526934984,0.32922820556351,8.223164229520982,RESIDUAL,336.98166591538404,-3.114108259608249,False,False,*,unknown,0.1167137876455456,2.450989540556459,ok,on_target
1326228112221557120,1,18.2710093576634,0.6000000000000001,0.0010986859697124,0.1,0.2060375385110144,0.6191009474743987,4.7662974249285615,RESIDUAL,247.5328580402156,34.987694914575044,False,False,PM*,unknown,3.0445005652986947,63.93451187127259,ok,background_blend
3140367940948886528,2,18.210719265288223,12.800000000000011,0.0105487435421217,1.0,1.6396184649738546,,429.3959146488526,RESIDUAL,108.37650072864548,4.717255366312683,False,False,*,unknown,2.441381370112617,51.26900877236496,ok,background_blend
637751829698267648,2,17.888199468449542,0.52,0.0012481144005649,0.1333333333333333,0.1627470668084709,0.8343542835642714,6.607805659670902,RESIDUAL,140.9882258491193,21.680580267684032,False,False,Em*,unknown,0.885502933529016,18.59556160410933,ok,on_target
2261887218692139904,2,16.951111644658518,1.9400000000000013,0.0022527009297332,0.4166666666666667,0.6949326010442105,0.531598430165578,6.390837153089344,RESIDUAL,290.31881409159,70.23674277444115,False,False,PM*,unknown,4.313192506318935,90.57704263269764,ok,background_blend
2186607230958649600,2,16.76308784005099,0.5800000000000001,0.0139845597751587,0.2727272727272727,0.2848166178975052,0.2562072490185842,4.072743391930619,RESIDUAL,307.4360547109529,55.34436389336793,False,False,X,unknown,0.0715301167190536,1.5021324511001273,ok,on_target
1902497029812322432,2,16.47602563968542,0.6200000000000001,0.0013423150355189,0.2592592592592592,0.2409377531089112,0.8398156608849493,3.773886440802128,RESIDUAL,336.83615681223466,33.81744513102777,False,False,*,unknown,2.743942662258006,57.62279590741812,ok,background_blend
4687018305985331968,2,16.204101539102442,0.5,0.0019981981898191,0.25,0.2151122769733774,0.5222908444836517,5.530714644277255,RESIDUAL,27.82028515431402,-71.88501291388907,False,False,*,unknown,2.6409221212223666,55.4593645456697,ok,background_blend
1311450538505896960,1,15.68451656049904,1.3400000000000007,0.00366253411117,0.4285714285714285,0.2600059772705844,1.4270064016867088,8.852344721880664,RESIDUAL,251.0281114031072,30.00814257628084,False,False,*,unknown,0.7476253331936045,15.700131997065691,ok,on_target
4275193889350151680,0,14.99083598969566,6.760000000000005,0.0003520730136121,0.25,0.6326962483656581,,1.9825303301918489,RESIDUAL,272.3847063856937,-0.3271873352824768,False,False,PM*,unknown,0.9273856672870576,19.475099013028213,ok,on_target
3035504008014889472,0,14.435241697255666,0.6600000000000001,0.0017248257317394,0.1904761904761904,0.1789319158351389,0.9174368812798316,4.563304573189331,RESIDUAL,117.77648199089826,-13.937251818973357,False,False,,unknown,1.6908024398666988,35.50685123720067,ok,background_blend
2425329622159382912,2,14.373186093203902,1.9000000000000008,0.0548111503752738,0.6,0.5317753524422746,0.4859951769784325,105.0750593418736,RESIDUAL,9.135594355093705,-11.360448900305148,False,False,*,unknown,0.1294574677044411,2.718606821793263,ok,on_target
1129490881755217152,2,14.347243501284678,0.8800000000000003,0.0298116432218492,0.2727272727272727,0.0361533784806448,0.6538777406025742,179.35889899237446,RESIDUAL,164.04850342229088,78.09327271622175,False,False,PM*,unknown,0.4943435106738391,10.38121372415062,ok,on_target
6720233077782518400,1,14.328310709673772,0.5,0.0009129418829891,0.375,0.2348504173041065,0.9474877956687772,7.875648519003242,RESIDUAL,273.0879836558662,-45.52874698712328,False,False,,unknown,1.3975186828084554,29.34789233897756,ok,background_blend
1693742549568892160,2,13.78767909708492,4.180000000000003,0.0195689417765863,0.5,0.243207179913078,0.4632987713203421,67.60911492154882,RESIDUAL,223.4995091205145,68.08645288261621,False,False,*,unknown,2.2666209923105747,47.59904083852207,ok,background_blend
5536018299705383296,2,13.73236049026293,0.6000000000000001,0.0181413096584659,0.4210526315789473,0.2875325627544647,0.222502530912006,2.4525351439326992,RESIDUAL,116.72612846632786,-40.816023549471886,False,False,,unknown,0.428989568705929,9.00878094282451,ok,on_target
1868370289135918080,2,13.24159338918862,1.1800000000000006,0.0022268127662474,0.1875,0.3135164186319913,0.3693384768124489,6.691180575650661,RESIDUAL,316.26743918801367,36.34632106188749,False,False,*,unknown,0.7842641112222823,16.46954633566793,ok,on_target
962511658619139584,1,13.20441138367907,0.8000000000000003,0.0006053995959719,0.15625,0.165682938715915,1.1461563269912562,11.02578260414868,RESIDUAL,94.1955726399822,45.26727101086492,False,False,Em*,unknown,0.5859545547685184,12.305045650138887,ok,on_target
2342601748810281088,2,13.11888469255081,0.8800000000000003,0.012985931219113,0.4285714285714285,0.1572237573816465,0.1996399221613811,2.376304092905054,RESIDUAL,13.189171233433845,-27.475769488931373,False,False,PM*,unknown,1.1231159327905045,23.585434588600595,ok,background_blend
1381579138175507840,1,12.990747986150144,1.0800000000000003,0.013317647507947,0.6666666666666666,0.4193880280375789,0.487903321598216,51.83826617661926,RESIDUAL,243.0688685339953,41.24319095901704,False,False,PM*,unknown,2.076518375993196,43.60688589585712,ok,background_blend
6000428479168785024,2,12.792170500901191,1.2200000000000006,0.0315015246675347,0.4,0.2800532725242798,0.0992737638927535,21.679914911678864,RESIDUAL,229.1525110645494,-44.12245171362921,False,False,Y*O,unknown,0.5535818957829338,11.62521981144161,ok,on_target
