source_id,cohort,sde,period,depth,flat_bottom,asymmetry,depth_cv,se_snr,verdict,ra_deg,dec_deg,known_planet,known_toi,simbad_otype,identity
437785333585272192,1,21.57659634142954,0.5,0.0014829879995696,0.4,0.3483583551932963,0.974956555979431,3.87817965376129,RESIDUAL,42.03359897022497,48.16412693121942,False,False,*,unknown
4798017333409255808,2,21.111554662413145,0.52,0.0050277631503652,0.2592592592592592,0.3617664614222197,0.3330103120694789,13.129046024781784,RESIDUAL,77.75199633487335,-46.75640140138583,False,False,*,unknown
669355710892471168,2,20.79188746467138,0.52,0.0017018085385085,0.125,0.2003947982290145,0.2643939229630712,4.520293454984624,RESIDUAL,122.30247668676238,18.4816982947156,False,False,*,unknown
2628360590325729920,2,19.0612004427122,0.5,0.0249169003521465,0.4444444444444444,0.2215186526934984,0.32922820556351,8.223164229520982,RESIDUAL,336.98166591538404,-3.114108259608249,False,False,*,unknown
4923860051276772608,1,18.705453190975284,0.9800000000000004,0.0049534094848397,0.75,0.3487779186195255,0.5051878108855857,19.836871139333308,RESIDUAL,0.185557465000079,-54.83083281791827,True,True,,known_planet
5349739009671510912,1,18.48180989795201,0.5800000000000001,0.0031738832061691,0.2307692307692307,0.1598407872530584,0.307862620992318,6.170239162189577,RESIDUAL,168.9294195657226,-50.76851040500596,False,False,*,unknown
1326228112221557120,1,18.2710093576634,0.6000000000000001,0.0009772399975913,0.1785714285714285,0.2700325550237814,0.6191009474743987,4.7662974249285615,RESIDUAL,247.5328580402156,34.987694914575044,False,False,PM*,unknown
3140367940948886528,2,18.210719265288223,12.800000000000011,0.0065685024047812,1.0,1.4195203628149713,,429.3959146488526,RESIDUAL,108.37650072864548,4.717255366312683,False,False,*,unknown
1303391633670077952,2,17.979709428589736,0.56,0.0685279461024988,0.7538461538461538,0.0169432690425198,0.931199466792308,17.561767094537224,RESIDUAL,245.28859638105445,25.65617287460187,False,False,EB*,known_eclipsing_binary
637751829698267648,2,17.888199468449542,0.52,0.0013361781274769,0.1935483870967742,0.2073575510198358,0.8343542835642714,6.607805659670902,RESIDUAL,140.9882258491193,21.680580267684032,False,False,Em*,unknown
249997440575741824,0,17.67264335458572,0.7200000000000002,0.0023076282859733,0.0869565217391304,0.2399009592780396,0.3855733066272021,4.819236238444014,RESIDUAL,58.73135774069131,48.935566098738605,False,False,,unknown
2568706316378318208,2,16.91021885383288,0.6400000000000001,0.0069595854507706,0.4444444444444444,0.2579659007712264,0.1484537413758856,5.249704890722022,RESIDUAL,26.749826837343093,7.858237435547477,False,False,,unknown
2186607230958649600,2,16.76308784005099,0.5800000000000001,0.0139845597751587,0.2727272727272727,0.2848166178975052,0.2562072490185842,4.072743391930619,RESIDUAL,307.4360547109529,55.34436389336793,False,False,X,unknown
4857787610128450176,2,16.575268551030927,1.540000000000001,0.0020163453872499,0.25,0.5665377532994891,0.7639469533678235,5.297832284299028,RESIDUAL,59.85219622517732,-36.47602242343936,False,True,,known_TOI
4687018305985331968,2,16.204101539102442,0.5,0.002007939833867,0.2916666666666667,0.2011617448848539,0.5222908444836517,5.530714644277255,RESIDUAL,27.82028515431402,-71.88501291388907,False,False,*,unknown
977398114048750592,2,16.18874117675187,1.1000000000000003,0.0019013379789183,0.1034482758620689,0.2181338515046177,0.3075230852237655,5.215809294900506,RESIDUAL,107.61547002989428,46.16384153479591,False,False,PM*,unknown
3048716018914294912,2,16.143654656275853,0.6000000000000001,0.0025265824819191,0.1951219512195122,0.025851180634883,0.64480203342478,13.475607491828024,RESIDUAL,109.10690498706371,-8.329744386376786,False,True,,known_TOI
1311450538505896960,1,15.68451656049904,1.3400000000000007,0.0037051823874968,0.4285714285714285,0.4066141944224721,1.4270064016867088,8.852344721880664,RESIDUAL,251.0281114031072,30.00814257628084,False,False,*,unknown
4275193889350151680,0,14.99083598969566,6.760000000000005,0.0003205351998702,0.1818181818181818,0.1517080691610486,,1.9825303301918489,RESIDUAL,272.3847063856937,-0.3271873352824768,False,False,PM*,unknown
6133948635750625152,1,14.832403334991929,0.8400000000000003,0.0038463559912704,0.3571428571428571,0.4005313179269764,0.5730290563604001,6.585595091317395,RESIDUAL,193.9572670071118,-47.41546501383512,False,False,,unknown
2645559121143503872,2,14.809420538307274,0.7400000000000002,0.0166486316203968,0.2894736842105263,0.2186954357209115,0.1385615206048358,9.48043548090314,RESIDUAL,352.53169445820254,1.433927269777752,False,False,SB*,known_binary
3035504008014889472,0,14.435241697255666,0.6600000000000001,0.0017248257317394,0.1904761904761904,0.1789319158351389,0.9174368812798316,4.563304573189331,RESIDUAL,117.77648199089826,-13.937251818973357,False,False,,unknown
1438888501713397760,2,14.424901155728042,4.360000000000003,0.0049402218387282,0.6666666666666666,0.2192988944357058,5.067656598861032,15.100671839681228,RESIDUAL,259.0235910545697,63.10559585105883,True,True,,known_planet
3032390401547521024,0,14.421735268103848,1.660000000000001,0.0005057596267291,0.2068965517241379,0.3998481634382236,0.3374409040172013,4.776048036803018,RESIDUAL,107.70441054807328,-14.431684088143642,False,False,,unknown
2142949231985222784,1,14.40932617127252,2.740000000000002,0.0047137084230595,0.5714285714285714,0.1749794993295383,1.0526230419544942,17.24677828458816,RESIDUAL,287.24209560181384,57.344124171284655,False,True,,known_TOI
2425329622159382912,2,14.373186093203902,1.9000000000000008,0.0546031209905982,0.6,0.5291048225288026,0.4859951769784325,105.0750593418736,RESIDUAL,9.135594355093705,-11.360448900305148,False,False,*,unknown
1129490881755217152,2,14.347243501284678,0.8800000000000003,0.0298554054857004,0.2727272727272727,0.0270490288429697,0.6538777406025742,179.35889899237446,RESIDUAL,164.04850342229088,78.09327271622175,False,False,PM*,unknown
6720233077782518400,1,14.328310709673772,0.5,0.0009129418829891,0.375,0.2348504173041065,0.9474877956687772,7.875648519003242,RESIDUAL,273.0879836558662,-45.52874698712328,False,False,,unknown
