source_id,cohort,sde,period,depth,flat_bottom,asymmetry,depth_cv,se_snr,verdict,ra_deg,dec_deg,known_planet,known_toi,simbad_otype,identity
4923860051276772608,1,18.705453190975284,0.9800000000000004,0.0049567015366096,0.75,0.446526298922324,0.5051878108855857,19.836871139333308,RESIDUAL,0.185557465000079,-54.83083281791827,True,True,,known_planet
1326228112221557120,2,18.2710093576634,0.6000000000000001,0.0010986859697124,0.1,0.2060375385110144,0.6191009474743987,4.7662974249285615,RESIDUAL,247.5328580402156,34.987694914575044,False,False,PM*,unknown
4275193889350151680,1,14.99083598969566,6.760000000000005,0.0003520730136121,0.25,0.6326962483656581,,1.9825303301918489,RESIDUAL,272.3847063856937,-0.3271873352824768,False,False,PM*,unknown
2645559121143503872,2,14.809420538307274,0.7400000000000002,0.0166380034404469,0.3125,0.1818369951846795,0.1385615206048358,9.48043548090314,RESIDUAL,352.53169445820254,1.433927269777752,False,False,SB*,known_binary
1680911012650126848,2,14.05976631283258,1.260000000000001,0.0025631987958251,0.3636363636363636,0.1784755640660952,1.2360507127593892,13.124190498703742,RESIDUAL,187.0558943548681,67.24004449266974,False,True,,known_TOI
1868370289135918080,2,13.24159338918862,1.1800000000000006,0.0022268127662474,0.1875,0.3135164186319913,0.3693384768124489,6.691180575650661,RESIDUAL,316.26743918801367,36.34632106188749,False,False,*,unknown
962511658619139584,2,13.20441138367907,0.8000000000000003,0.0006053995959719,0.15625,0.165682938715915,1.1461563269912562,11.02578260414868,RESIDUAL,94.1955726399822,45.26727101086492,False,False,Em*,unknown
1968243190891255936,1,13.123211049467384,1.7800000000000011,0.0016339459774141,0.4,0.2405342926145426,0.3136917821190113,11.9354441496216,RESIDUAL,318.62711622401605,40.01702772072856,False,True,,known_TOI
1381579138175507840,1,12.990747986150144,1.0800000000000003,0.013317647507947,0.6666666666666666,0.4193880280375789,0.487903321598216,51.83826617661926,RESIDUAL,243.0688685339953,41.24319095901704,False,False,PM*,unknown
3511580658668406528,0,12.906714253955228,2.160000000000001,0.0009635427409255,0.4444444444444444,0.3389391247717103,0.6091857402373263,8.13551606039881,RESIDUAL,198.54015327777577,-16.559348923387258,False,True,,known_TOI
3511580658668659328,0,12.906714253955228,2.160000000000001,0.0009635427409255,0.4444444444444444,0.3389391247717103,0.6091857402373263,8.13551606039881,RESIDUAL,198.53969402569933,-16.55942836813438,False,True,,known_TOI
811714360423246848,2,12.161174564996667,4.080000000000004,0.0028940057655634,0.5,0.2986530854748092,,17.32564939935305,RESIDUAL,141.85791511810388,39.42815750732929,False,False,PM*,unknown
3161067862249679104,2,12.132473039626356,6.480000000000006,0.0369907530853355,0.5,3.061032474346681,,76.77262464775102,RESIDUAL,106.52274738580584,12.863043762228124,False,False,SB*,known_binary
6251760619472670336,2,12.131787977728086,1.2200000000000006,0.025489962993644,0.5454545454545454,0.283838418697725,0.6121477362393657,14.67843394997264,RESIDUAL,232.90483989367303,-21.946849574199884,False,False,*,unknown
869913435026514688,2,11.846092592955426,2.880000000000002,0.0206822733501992,0.7142857142857143,0.0535165603698446,0.9057639337617102,91.39334430598056,RESIDUAL,111.91642873572714,24.33610522093934,True,True,,known_planet
894344888336786176,1,11.772568982854374,0.8400000000000003,0.0006605104707295,0.1481481481481481,0.2084398150040866,1.12471419602506,4.164009565655998,RESIDUAL,114.24250264487884,34.3840038500267,False,False,Em*,unknown
661388752716658816,2,11.69378749576374,1.2000000000000006,0.0333125968408678,0.1875,0.2762987868565288,0.3959054790013967,35.03306625581486,RESIDUAL,131.11645225569103,20.20179947689148,False,False,SB*,known_binary
6053335088953294848,0,11.500514563615534,1.2800000000000007,0.000798008101688,0.125,0.4200428026671634,0.3715714803474049,4.833051022011973,RESIDUAL,182.71457480349056,-64.42455221471947,False,False,PM*,unknown
3168125245131332608,2,11.350684350351916,0.56,0.0030862602735716,0.1333333333333333,0.1565590242567202,0.8036533677131118,51.52001912289213,RESIDUAL,108.78759253942684,15.9284037838696,False,False,PM*,unknown
1397924585409290240,2,11.003672104322002,2.940000000000002,0.0722179915374079,0.6666666666666666,0.0142511126268769,1.0503480776003304,272.86738473472167,RESIDUAL,237.35313792371403,46.1395982409362,False,False,*,unknown
4497077874155680128,2,10.93436646428246,2.820000000000002,0.0026724306801291,0.2727272727272727,0.5595434003822475,0.3110730127612348,10.257497708371975,RESIDUAL,272.93487085763894,13.21734232535818,False,False,PM*,unknown
6661356978880193024,2,10.826484664328008,1.1800000000000006,0.0110930086248222,0.52,0.1714322912533808,0.1128021319161391,7.306282326659779,RESIDUAL,285.64788701255657,-48.71348095894112,False,False,PM*,unknown
2173928934175297920,0,10.706360638260126,0.7600000000000002,0.000743875615777,0.1,0.1507734917037705,1.0260420385843023,3.1294770911910743,RESIDUAL,326.7757804471412,54.45189401981147,False,False,PM*,unknown
6356417496318028800,0,10.5781834665395,6.440000000000005,0.0006752923517394,0.75,0.4338478515716149,,13.119843040742817,RESIDUAL,328.7183132582573,-77.33882847811111,True,True,,known_planet
4212260420768836864,2,10.568940831156374,1.9400000000000013,0.0034964398955426,0.5,0.455198666372477,0.7585340225729067,13.105277938505363,RESIDUAL,288.76995403076904,-4.499513325039623,False,False,PM*,unknown
5920839569767196672,0,10.399614915205747,1.0400000000000005,0.0015202125179547,0.1379310344827586,0.2050246858002583,0.3155372412164198,2.922540964969264,RESIDUAL,267.8255502633568,-54.75846304210554,False,False,*,unknown
3505320584919956864,2,9.869279163266564,4.000000000000004,0.002467072587112,0.3,0.6534796271299119,1.377261963992726,12.747413783693991,RESIDUAL,194.8171968280953,-21.81300452391902,False,False,PM*,unknown
2233850977856841216,2,9.791160382386458,0.6800000000000002,0.0007132237652204,0.1666666666666666,0.2216200164905396,1.0879294842839715,6.051449347356321,RESIDUAL,300.2180112572316,55.328175031720896,False,False,PM*,unknown
4133418977409228416,2,9.650402780118434,12.880000000000011,0.0162263979377914,0.75,0.2905038483407486,,424.8544640772112,RESIDUAL,252.22900792000192,-16.798650928743317,False,False,PM*,unknown
2993658970584498048,0,9.55668815382308,6.380000000000005,0.0018312485690639,0.5,0.2517445961504164,0.3536848809696417,19.107758172927788,RESIDUAL,94.16447352428148,-13.98733368760718,True,True,,known_planet
