source_id,cohort,sde,period,depth,flat_bottom,asymmetry,depth_cv,se_snr,verdict,ra_deg,dec_deg,known_planet,known_toi,simbad_otype,identity,offset_pix,offset_arcsec,centroid_status,centroid_verdict,n_sectors,n_detected,ms_verdict
2628360590325729920,2,19.0612004427122,0.5,0.0249169003521465,0.4444444444444444,0.2215186526934984,0.32922820556351,8.223164229520982,RESIDUAL,336.98166591538404,-3.114108259608249,False,False,*,unknown,0.1167137876455456,2.450989540556459,ok,on_target,2,2,recurs
637751829698267648,2,17.888199468449542,0.52,0.0013361781274769,0.1935483870967742,0.2073575510198358,0.8343542835642714,6.607805659670902,RESIDUAL,140.9882258491193,21.680580267684032,False,False,Em*,unknown,0.885502933529016,18.59556160410933,ok,on_target,7,5,recurs
249997440575741824,0,17.67264335458572,0.7200000000000002,0.0023076282859733,0.0869565217391304,0.2399009592780396,0.3855733066272021,4.819236238444014,RESIDUAL,58.73135774069131,48.935566098738605,False,False,,unknown,0.77114893590564,16.19412765401844,ok,on_target,1,1,single_sector_only
2186607230958649600,2,16.76308784005099,0.5800000000000001,0.0139845597751587,0.2727272727272727,0.2848166178975052,0.2562072490185842,4.072743391930619,RESIDUAL,307.4360547109529,55.34436389336793,False,False,X,unknown,0.0715301167190536,1.5021324511001273,ok,on_target,4,2,recurs
977398114048750592,2,16.18874117675187,1.1000000000000003,0.0019013379789183,0.1034482758620689,0.2181338515046177,0.3075230852237655,5.215809294900506,RESIDUAL,107.61547002989428,46.16384153479591,False,False,PM*,unknown,0.7449733392389223,15.644440124017368,ok,on_target,3,1,single_sector_artifact
1311450538505896960,1,15.68451656049904,1.3400000000000007,0.0037051823874968,0.4285714285714285,0.4066141944224721,1.4270064016867088,8.852344721880664,RESIDUAL,251.0281114031072,30.00814257628084,False,False,*,unknown,0.7476253331936045,15.700131997065691,ok,on_target,5,1,single_sector_artifact
4275193889350151680,0,14.99083598969566,6.760000000000005,0.0003205351998702,0.1818181818181818,0.1517080691610486,,1.9825303301918489,RESIDUAL,272.3847063856937,-0.3271873352824768,False,False,PM*,unknown,0.9273856672870576,19.475099013028213,ok,on_target,1,1,single_sector_only
2425329622159382912,2,14.373186093203902,1.9000000000000008,0.0546031209905982,0.6,0.5291048225288026,0.4859951769784325,105.0750593418736,RESIDUAL,9.135594355093705,-11.360448900305148,False,False,*,unknown,0.1294574677044411,2.718606821793263,ok,on_target,2,1,single_sector_artifact
1129490881755217152,2,14.347243501284678,0.8800000000000003,0.0298554054857004,0.2727272727272727,0.0270490288429697,0.6538777406025742,179.35889899237446,RESIDUAL,164.04850342229088,78.09327271622175,False,False,PM*,unknown,0.4943435106738391,10.38121372415062,ok,on_target,10,2,recurs
3514475531051071488,2,13.84205518412399,0.6800000000000002,0.0025293121662207,0.1395348837209302,0.1738552415323163,0.2565947613313908,11.564924333590636,RESIDUAL,184.34936639465383,-21.059115767826864,False,False,PM*,unknown,0.4728258696809821,9.929343263300623,ok,on_target,1,1,single_sector_only
5536018299705383296,2,13.73236049026293,0.6000000000000001,0.0184186368512899,0.45,0.2696133737252006,0.222502530912006,2.4525351439326992,RESIDUAL,116.72612846632786,-40.816023549471886,False,False,,unknown,0.428989568705929,9.00878094282451,ok,on_target,4,1,single_sector_artifact
1868370289135918080,2,13.24159338918862,1.1800000000000006,0.0022443132011453,0.1875,0.2509645510463881,0.3693384768124489,6.691180575650661,RESIDUAL,316.26743918801367,36.34632106188749,False,False,*,unknown,0.7842641112222823,16.46954633566793,ok,on_target,5,3,recurs
2223396237183204480,2,12.86381593241567,0.7600000000000002,0.0033022235826958,0.391304347826087,0.2130206601152903,0.3619032639512362,5.59213837860578,RESIDUAL,328.7939764046473,69.13226160578725,False,False,PM*,unknown,0.5067133633470783,10.640980630288643,ok,on_target,8,3,recurs
6000428479168785024,2,12.792170500901191,1.2200000000000006,0.0313102203632198,0.3870967741935484,0.2514052156164283,0.0992737638927535,21.679914911678864,RESIDUAL,229.1525110645494,-44.12245171362921,False,False,Y*O,unknown,0.5535818957829338,11.62521981144161,ok,on_target,2,1,single_sector_artifact
5625627500938513152,0,12.631663224643336,0.8000000000000003,0.0017723979112698,0.1,0.1666211183155946,0.5531267230737386,7.689824046389774,RESIDUAL,133.95441796325622,-36.16775433342728,False,False,PM*,unknown,0.6248700854728706,13.122271794930285,ok,on_target,2,1,single_sector_artifact
6864624586860772224,2,12.629077698544204,0.9800000000000004,0.0515176310165033,0.1351351351351351,0.0832372308808944,0.6463556722633061,154.23059905247416,RESIDUAL,296.9925288670996,-22.95588473367668,False,False,PM*,unknown,0.6984670722411032,14.667808517063166,ok,on_target,0,0,no_data
