source_id,cohort,sde,period,depth,flat_bottom,asymmetry,depth_cv,se_snr,verdict,ra_deg,dec_deg,known_planet,known_toi,simbad_otype,identity,offset_pix,offset_arcsec,centroid_status,centroid_verdict
1326228112221557120,2,18.2710093576634,0.6000000000000001,0.0010986859697124,0.1,0.2060375385110144,0.6191009474743987,4.7662974249285615,RESIDUAL,247.5328580402156,34.987694914575044,False,False,PM*,unknown,3.0445005652986947,63.93451187127259,ok,background_blend
1596778994233539968,2,15.15648252828596,0.9800000000000004,0.0931262302927237,0.4210526315789473,0.1148511194798521,0.0574044317000243,12.443530547374625,RESIDUAL,236.789255475996,53.024182351007504,False,False,Em*,unknown,2.373882476437508,49.85153200518767,ok,background_blend
4275193889350151680,1,14.99083598969566,6.760000000000005,0.0003520730136121,0.25,0.6326962483656581,,1.9825303301918489,RESIDUAL,272.3847063856937,-0.3271873352824768,False,False,PM*,unknown,0.9273856672870576,19.475099013028213,ok,on_target
4528302290701759232,2,14.8612489308931,0.5800000000000001,0.0011629258539314,0.1515151515151515,0.1303040734185045,0.7870798325117961,4.476284798267186,RESIDUAL,272.5718740365967,21.24153326502724,False,False,Em*,unknown,1.2750861412723271,26.776808966718868,ok,background_blend
3514475531051071488,2,13.84205518412399,0.6800000000000002,0.0025415817141392,0.131578947368421,0.1117849546127591,0.2565947613313908,11.564924333590636,RESIDUAL,184.34936639465383,-21.059115767826864,False,False,PM*,unknown,0.4728258696809821,9.929343263300623,ok,on_target
4513844331299813248,1,13.576562803033758,1.9000000000000008,0.0023698599445292,0.25,0.1125863107599326,0.1821745743765038,11.422450852028764,RESIDUAL,285.3888721288347,16.502154083464646,False,False,PM*,unknown,0.9371882444302484,19.680953133035214,ok,on_target
1868370289135918080,2,13.24159338918862,1.1800000000000006,0.0022268127662474,0.1875,0.3135164186319913,0.3693384768124489,6.691180575650661,RESIDUAL,316.26743918801367,36.34632106188749,False,False,*,unknown,0.7842641112222823,16.46954633566793,ok,on_target
1381579138175507840,1,12.990747986150144,1.0800000000000003,0.013317647507947,0.6666666666666666,0.4193880280375789,0.487903321598216,51.83826617661926,RESIDUAL,243.0688685339953,41.24319095901704,False,False,PM*,unknown,,,err:ConnectionError,err:ConnectionError
5394502155257607040,2,12.800518405807605,0.54,0.0005203157556841,0.2093023255813953,0.1100793308933037,0.7120127202159122,11.189532313435556,RESIDUAL,160.99004504477244,-38.78353962474852,False,False,*,unknown,0.7549087837345798,15.853084458426176,ok,on_target
811714360423246848,2,12.161174564996667,4.080000000000004,0.0028940057655634,0.5,0.2986530854748092,,17.32564939935305,RESIDUAL,141.85791511810388,39.42815750732929,False,False,PM*,unknown,0.9788601336658524,20.5560628069829,ok,on_target
6251760619472670336,2,12.131787977728086,1.2200000000000006,0.025489962993644,0.5454545454545454,0.283838418697725,0.6121477362393657,14.67843394997264,RESIDUAL,232.90483989367303,-21.946849574199884,False,False,*,unknown,0.4824236439586858,10.130896523132401,ok,on_target
894344888336786176,1,11.772568982854374,0.8400000000000003,0.0006605104707295,0.1481481481481481,0.2084398150040866,1.12471419602506,4.164009565655998,RESIDUAL,114.24250264487884,34.3840038500267,False,False,Em*,unknown,1.8696403403966362,39.26244714832936,ok,background_blend
2574864195673656192,2,11.762654713338476,0.8800000000000003,0.0008907733275114,0.217391304347826,0.0035248712313695,0.9556763933059688,18.179348720054445,RESIDUAL,29.115188652874075,12.413517623048469,False,False,PM*,unknown,0.2345773383231361,4.92612410478586,ok,on_target
